agent,action,action_type,action_start,collab_start
/turtlebot48,"wait,none,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","98.43197059631348,284.9401116371155,285.7875499725342,291.83829522132874,292.8196265697479,301.7975459098816,307.8403363227844,308.78586053848267,317.81698393821716,323.79533863067627,324.79654026031494,333.80299043655396,339.82592153549194,340.8672912120819,349.79717659950256,355.851557970047,356.80981397628784,365.8211975097656,371.79456067085266,372.7963569164276,381.8079376220703,387.7889139652252,388.8134479522705,397.8653175830841,403.83180975914,404.82887625694275,413.8082513809204,419.79702734947205,420.81373357772827,429.87270975112915,435.8333785533905,436.8009877204895,445.80310106277466,451.8133234977722,452.83484625816345,461.8260624408722,467.8381071090698,468.81697034835815,477.8271236419678,483.80138874053955,484.78835582733154,493.79848742485046,499.7949411869049,500.8487675189972,509.8029842376709",
/turtlebot49,"wait,none,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","97.87421798706055,289.97682881355286,290.8504900932312,296.82203459739685,297.8152632713318,310.8002862930298,316.8321304321289,317.79341292381287,330.82308530807495,336.82190895080566,337.79538083076477,350.83414363861084,356.8424184322357,357.8052101135254,370.8383672237396,376.79640769958496,377.8044548034668,390.8587408065796,396.7982566356659,397.80752420425415,410.792733669281,416.85357332229614,417.82646465301514,430.79706621170044,436.79784893989563,437.8292701244354,450.79087805747986,456.8260724544525,457.7924132347107,470.8429799079895,476.7887511253357,477.7928364276886,490.8663172721863,496.84419202804565,497.87680983543396",
/turtlebot50,"wait,none,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","96.24833869934082,293.95940256118774,294.82348680496216,300.7942798137665,301.7979130744934,310.87139344215393,316.83244466781616,317.81755352020264,326.8401548862457,332.86294174194336,333.81071615219116,342.85910630226135,348.8441309928894,349.8225426673889,358.87867045402527,364.8066928386688,365.84856724739075,374.81142497062683,380.8612334728241,381.8086357116699,390.79256987571716,396.7912197113037,397.79386353492737,406.80240535736084,412.80076336860657,413.78805780410767,422.7858855724335,428.79251074790955,429.873197555542,438.8025004863739,444.8472754955292,445.80343556404114,454.81322836875916,460.84873723983765,461.8427770137787,470.8028447628021,476.7968201637268,477.82355761528015,486.85077238082886,492.8011028766632,493.8020431995392,502.7975857257843,508.8529853820801,509.82951831817627",
/turtlebot51,"wait,none,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,goto_p12_c4,h_check_connection,none,goto_c4_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_p12,goto_p12_c4,h_check_connection,none,goto_c4_p12,patrol,none,goto_p12_p9","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local","99.66699504852295,294.9348075389862,295.82723689079285,301.8802523612976,302.79254126548767,320.8578996658325,326.8404633998871,327.82852029800415,345.83690118789673,351.8352475166321,352.79990315437317,370.83871603012085,376.79123044013977,377.84296131134033,395.81281185150146,403.79592084884644,410.7931914329529,411.79062271118164,419.80043172836304,425.7945876121521,426.83580493927,444.8432855606079,450.791207075119,451.8134391307831,469.8013684749603,477.8238797187805,482.8017029762268,483.8342282772064,491.7936062812805,497.83440685272217,498.83242774009705","405.8178551197052,477.8865330219269"
/turtlebot52,"wait,none,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_p3","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","97.68115043640137,281.97357845306396,282.8257098197937,288.79563331604004,289.8008234500885,301.79823875427246,307.8117849826813,308.7925009727478,320.7932255268097,326.791375875473,327.87422037124634,339.82644844055176,345.80006313323975,346.7986750602722,358.7921316623688,364.79702639579773,365.7977776527405,377.8076157569885,383.79934072494507,384.84930443763733,396.7856502532959,402.84868907928467,403.80111145973206,415.8109929561615,421.8682107925415,422.8708760738373,434.7894518375397,440.8252053260803,441.80970001220703,453.7935633659363,459.820392370224,460.7968416213989,472.8129413127899,478.8332402706146,479.8491063117981,491.83675384521484,497.84282541275024,498.796021938324",
/turtlebot53,"wait,none,goto_m_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","98.27395844459534,287.9504973888397,288.82751870155334,298.8542206287384,304.81338262557983,305.8232469558716,315.8484604358673,321.80923438072205,322.80572175979614,332.79627418518066,338.81966257095337,339.8043735027313,349.79503107070923,355.7964823246002,356.7949638366699,366.79163932800293,372.7967047691345,373.8260803222656,383.7905750274658,389.8263256549835,390.7930483818054,400.7952194213867,406.8033459186554,407.8172080516815,417.7948920726776,423.7993748188019,424.79279041290283,434.82842540740967,440.79310488700867,441.800416469574,451.79174423217773,457.824200630188,458.8165888786316,468.8019573688507,474.7913885116577,475.79254841804504,485.79784178733826,491.7938470840454,492.84446907043457,502.80538630485535,508.797856092453,509.83631324768066",
/rosie27,"wait,none,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3,harvest,none,goto_h3_d,deliver,none,goto_d_h1,harvest,none,goto_h1_h3","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","96.88747429847717,287.9499170780182,288.82783102989197,293.8088490962982,294.8244252204895,306.80205154418945,311.7920651435852,312.7919912338257,318.83737778663635,323.88791131973267,324.7970643043518,330.82339906692505,335.7888116836548,336.79759526252747,348.8158450126648,353.82196736335754,354.80354356765747,360.7955102920532,365.82155680656433,366.8234398365021,372.833110332489,377.80546379089355,378.79313921928406,390.78641963005066,395.8511064052582,396.84327030181885,402.8243854045868,407.8538875579834,408.81659412384033,414.86703419685364,419.7960271835327,420.787700176239,432.83794808387756,437.8600335121155,438.8086106777191,444.845685005188,449.80620551109314,450.7981038093567,456.80531907081604,461.8433561325073,462.8131453990936,474.8131537437439,479.87579679489136,480.817236661911,486.8062252998352,491.7980856895447,492.7934019565582,498.7912151813507,503.83987402915955,504.8041481971741",
/rosie28,"wait,none,manipulate,none,goto_m_s,goto_s_l,h_load,none,goto_l_s,supervise,none,goto_s_m,manipulate,none,goto_m_s,goto_s_l,h_load,none,goto_l_s,supervise,none,goto_s_m,manipulate,none,goto_m_l,h_load,none,goto_l_m,goto_m_s,supervise,none,goto_s_m,goto_m_l,h_load,none,goto_l_m,manipulate,none,goto_m_s,supervise,none,goto_s_l,h_load,none,goto_l_s","local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,assisting,local,local","97.93977975845337,287.99052453041077,288.82813930511475,296.8028779029846,297.7970960140228,305.79085087776184,311.8078718185425,317.79373240470886,318.8034255504608,324.7975130081177,330.82372522354126,331.8454074859619,339.8069021701813,347.81548976898193,348.7877480983734,356.8219323158264,362.8108866214752,368.7982175350189,369.8007469177246,375.7897319793701,381.80170226097107,382.8133590221405,390.7935245037079,398.80734610557556,399.7918758392334,407.7931754589081,413.8087275028229,414.8082480430603,422.82189106941223,430.8281033039093,436.8605709075928,437.794225692749,445.80374693870544,453.8681628704071,459.7943787574768,460.8192961215973,468.8174395561218,476.86767411231995,477.7858784198761,485.7982974052429,491.8001947402954,492.7937710285187,498.8164601325989,504.80469846725464,505.7929599285126","311.8579080104828,362.832218170166,407.84015917778015,453.90503883361816,498.82695174217224"
/rosie29,"wait,none,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4,harvest,none,goto_h4_d,deliver,none,goto_d_h2,harvest,none,goto_h2_h4","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","99.8180775642395,288.9875268936157,289.82218885421753,294.7964172363281,295.8005909919739,306.8103413581848,311.8374288082123,312.7962074279785,318.83783984184265,323.8077986240387,324.8261182308197,330.8673415184021,335.80127024650574,336.8225224018097,347.8234963417053,352.7915277481079,353.7969193458557,359.8391168117523,364.8423445224762,365.7931170463562,371.8511800765991,376.79686069488525,377.80567359924316,388.8140723705292,393.8625376224518,394.79442954063416,400.8007311820984,405.8186628818512,406.8042206764221,412.81801676750183,417.7983920574188,418.79935336112976,429.8739025592804,434.8178446292877,435.8337285518646,441.8484342098236,446.78683829307556,447.82464146614075,453.7957422733307,458.7882833480835,459.8656005859375,470.803293466568,475.8389148712158,476.7978575229645,482.80357336997986,487.8100516796112,488.79171562194824,494.80119156837463,499.8067584037781,500.79183173179626",
/turtlebot54,"wait,none,patrol,none,goto_p1_p11,patrol,none,goto_p11_c3,h_check_connection,none,goto_c3_p11,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11,patrol,none,goto_p11_p1,patrol,none,goto_p1_p11","local,local,local,local,local,local,local,local,assisting,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","100.44875645637512,294.9648222923279,295.7961456775665,301.8809406757355,302.7928855419159,311.79145884513855,317.8487865924835,318.8037407398224,322.8173415660858,328.8588933944702,329.79758381843567,333.85962295532227,342.8476333618164,348.79746532440186,349.8350315093994,358.87956285476685,364.8445973396301,365.79808950424194,374.79384994506836,380.8020360469818,381.80911445617676,390.81529664993286,396.86741876602173,397.79421854019165,406.8275294303894,412.78900599479675,413.84896779060364,422.87054109573364,428.8275544643402,429.790491104126,438.8089361190796,444.8475787639618,445.8519585132599,454.8288366794586,460.80086946487427,461.82664346694946,470.8037509918213,476.79717564582825,477.8241786956787,486.80141615867615,492.82221245765686,493.8021516799927,502.8058500289917,508.7961120605469,509.79559421539307",323.81221985817
/turtlebot55,"wait,none,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10,patrol,none,goto_p10_p2,patrol,none,goto_p2_p10","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","98.40264987945557,289.9075012207031,290.7933442592621,296.82242226600647,297.797402381897,310.8007504940033,316.84336519241333,317.79405426979065,330.8091473579407,336.80263590812683,337.795681476593,350.8619179725647,356.8547658920288,357.8508822917938,370.8498682975769,376.79730701446533,377.79902267456055,390.78697085380554,396.79155683517456,397.79454016685486,410.80109453201294,416.8012726306915,417.8269238471985,430.8728630542755,436.7980418205261,437.79456424713135,450.86846351623535,456.8057539463043,457.798814535141,470.8041968345642,476.7981743812561,477.8244962692261,490.8543498516083,496.78764724731445,497.8378384113312",
/turtlebot56,"wait,none,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4,patrol,none,goto_p4_p6,patrol,none,goto_p6_p4","local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","100.2170786857605,290.9881160259247,291.814425945282,297.81967520713806,298.8251283168793,307.80810618400574,313.79735589027405,314.7934694290161,323.8348922729492,329.8705861568451,330.80961060523987,339.8529930114746,345.80054235458374,346.80660462379456,355.797931432724,361.8021049499512,362.8015847206116,371.7853705883026,377.7991473674774,378.79184436798096,387.8038203716278,393.79235196113586,394.79899191856384,403.8012728691101,409.79318833351135,410.7984254360199,419.7929210662842,425.83544635772705,426.8017797470093,435.7935576438904,441.81030774116516,442.8034517765045,451.792204618454,457.7908294200897,458.8299660682678,467.8664667606354,473.78719425201416,474.8135943412781,483.8690848350525,489.8439700603485,490.78807759284973,499.7854619026184,505.8245325088501,506.8255658149719",
/turtlebot57,"wait,none,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9,patrol,none,goto_p9_c1,check_connection,none,goto_c1_p12,patrol,none,goto_p12_p9","local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local","99.06516194343567,295.9475154876709,296.822749376297,302.8062355518341,303.80561423301697,321.79122614860535,327.875337600708,328.7925314903259,348.78897881507874,355.7982602119446,356.81043100357056,360.79585218429565,366.8005859851837,367.8398575782776,385.8309552669525,391.8578772544861,392.7910363674164,412.7893211841583,420.8192322254181,421.8686640262604,425.79961109161377,431.791552066803,432.8108561038971,450.85875821113586,456.79634141921997,457.8377048969269,477.8275353908539,484.79905557632446,485.8345170021057,489.7940466403961,495.88121485710144,496.854768037796","348.84165835380554,413.8386619091034,477.8865330219269"
/turtlebot58,"wait,none,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group,none,goto_g_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group,none,goto_g_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group,none,goto_g_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group,none,goto_g_p3,patrol,none,goto_p3_p8,patrol,none,goto_p8_g,group","local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,collaborative","97.45441460609436,296.98348569869995,297.8368065357208,303.8069598674774,304.8204255104065,316.80106925964355,322.8177983760834,323.79592061042786,330.7960727214813,334.7901566028595,335.8273277282715,341.8219141960144,347.7990071773529,348.84467005729675,360.78607511520386,366.8116011619568,367.78595423698425,374.88777470588684,378.7936370372772,379.8644115924835,385.78985834121704,391.86275911331177,392.78708481788635,404.81981134414673,410.85744738578796,411.8109369277954,418.79388642311096,422.7888526916504,423.7996745109558,429.79125452041626,435.8340654373169,436.8005521297455,448.8625838756561,454.7949411869049,455.8012065887451,462.8411829471588,466.8071298599243,467.873254776001,473.82763862609863,479.7851610183716,480.7989206314087,492.79780197143555,498.79152941703796,499.7907304763794,506.78902554512024","330.86679697036743,374.8994505405426,418.82993054389954,462.84027552604675"
/turtlebot59,"wait,none,remove_object,none,goto_m_p5,patrol,none,goto_p5_c2,check_connection,none,goto_c2_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5,patrol,none,goto_p5_p7,patrol,none,goto_p7_p5","local,local,collaborative,local,local,local,local,local,collaborative,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local,local","99.41233849525452,295.79645109176636,296.82305908203125,376.8221206665039,377.85408997535706,387.795512676239,393.86584758758545,394.8463988304138,399.7992911338806,406.8028745651245,407.7934744358063,412.8185112476349,418.7943468093872,419.7932643890381,429.87452960014343,435.85921478271484,436.7931523323059,446.7961587905884,452.83781933784485,453.79120445251465,463.7947735786438,469.8384659290314,470.8434371948242,480.7997570037842,486.85128259658813,487.8105094432831,497.7885160446167,503.8517692089081,504.82204580307007","296.8182466030121,399.8227286338806"
